s.no.,name,Company-Name,Location,Year,Kilometers_Driven,Fuel_type,Transmission,Owner_type,Mileage,Engine,power,seats,New_price,Price,Depreciation_percent
6116,"Nissan Micra XL CVT",Nissan,Hyderabad,2018,6700,Petrol,Automatic,First,19.34,1198,75.94,5,,,NULL
6117,"Maruti Zen Estilo LXI BS IV",Maruti,Pune,2011,51599,Petrol,Manual,First,19,998,67.1,5,,,NULL
6118,"Hyundai Elantra CRDi SX",Hyundai,Kolkata,2013,37489,Diesel,Manual,First,22.7,1582,126.24,5,,,NULL
6119,"Tata Indica V2 DiCOR DLG BS-III",Tata,Mumbai,2016,98000,Diesel,Manual,First,17.5,1396,70,5,,,NULL
6120,"Tata Nano Lx",Tata,Hyderabad,2012,25183,Petrol,Manual,First,26,624,35,4,,,NULL
6121,"BMW 5 Series 2013-2017 520d Luxury Line",BMW,Bangalore,2015,52100,Diesel,Automatic,Second,18.12,1995,190,5,,,NULL
6122,"Honda Amaze S i-Dtech",Honda,Pune,2014,60000,Diesel,Manual,First,25.8,1498,98.6,5,,,NULL
6123,"Volkswagen Polo Diesel Highline 1.2L",Volkswagen,Kolkata,2013,51000,Diesel,Manual,First,22.07,1199,73.9,5,,,NULL
6124,"Tata Indica Vista Quadrajet LX",Tata,Mumbai,2012,70000,Diesel,Manual,First,22.3,1248,74,5,,,NULL
6125,"Audi Q3 30 TDI S Edition",Audi,Jaipur,2015,95000,Diesel,Manual,First,17.32,1968,138.13,5,,,NULL
6126,"Honda City i DTEC SV",Honda,Jaipur,2014,66346,Diesel,Manual,First,26,1498,98.6,5,,,NULL
6127,"Honda Amaze SX i-DTEC",Honda,Hyderabad,2015,69150,Diesel,Manual,First,25.8,1498,98.6,5,,,NULL
6128,"Hyundai i20 Asta Option 1.2",Hyundai,Bangalore,2016,31000,Petrol,Manual,First,18.6,1197,81.83,5,,,NULL
6129,"BMW 5 Series 2013-2017 520d Luxury Line",BMW,Bangalore,2013,49000,Diesel,Automatic,Second,18.12,1995,190,5,,,NULL
6130,"Honda Brio S MT",Honda,Kochi,2014,63058,Petrol,Manual,First,19.4,1198,86.8,5,,,NULL
6131,"Mercedes-Benz New C-Class C 250 CDI Avantgarde",Mercedes-Benz,Delhi,2016,22000,Diesel,Automatic,First,19.71,2143,201.15,5,,,NULL
6132,"Volkswagen Polo 1.2 MPI Highline",Volkswagen,Coimbatore,2015,73026,Petrol,Manual,First,16.47,1198,74,5,,,NULL
6133,"Hyundai i10 Magna AT",Hyundai,Coimbatore,2011,21762,Petrol,Automatic,Second,19.2,1197,80,5,,,NULL
6134,"Hyundai Verna 1.6 SX VTVT",Hyundai,Coimbatore,2018,29738,Petrol,Manual,First,17.01,1591,121.3,5,,,NULL
6135,"Hyundai i20 1.2 Magna Executive",Hyundai,Mumbai,2018,16053,Petrol,Manual,First,18.6,1197,81.83,5,,,NULL
6136,"BMW 5 Series 525d Sedan",BMW,Kochi,2012,61665,Diesel,Automatic,First,16.73,2993,218,5,,,NULL
6137,"Maruti Swift Dzire Vdi BSIV",Maruti,Delhi,2015,51000,Diesel,Manual,First,19.3,1248,73.9,5,,,NULL
6138,"Honda BRV i-DTEC V MT",Honda,Bangalore,2016,34820,Diesel,Manual,First,21.9,1498,98.6,7,15.59,,100
6139,"Maruti Ertiga VXI",Maruti,Mumbai,2018,12000,Petrol,Manual,First,17.5,1373,91.1,7,,,NULL
6140,"Maruti Swift Dzire VDI Optional",Maruti,Hyderabad,2017,32287,Diesel,Manual,First,26.59,1248,74,5,,,NULL
6141,"Toyota Etios Liva GD",Toyota,Jaipur,2012,121134,Diesel,Manual,First,23.59,1364,NULL,5,,,NULL
6142,"BMW X3 xDrive20d",BMW,Coimbatore,2015,74485,Diesel,Automatic,First,16.09,1995,184,5,,,NULL
6143,"Chevrolet Beat Diesel LS",Chevrolet,Chennai,2011,63000,Diesel,Manual,First,25.44,936,57.6,5,,,NULL
6144,"Audi Q3 30 TDI Premium FWD",Audi,Coimbatore,2018,53190,Diesel,Automatic,First,18.51,1968,147.51,5,44.8,,100
6145,"Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury",Mercedes-Benz,Bangalore,2016,26900,Diesel,Automatic,First,12,2987,224,7,,,NULL
6146,"BMW 3 Series GT 320d Sport Line",BMW,Hyderabad,2015,40000,Diesel,Automatic,First,19.59,1995,184,5,,,NULL
6147,"Hyundai Grand i10 Asta Option",Hyundai,Coimbatore,2016,40587,Petrol,Manual,First,18.9,1197,82,5,,,NULL
6148,"Hyundai Grand i10 Asta",Hyundai,Hyderabad,2015,27000,Petrol,Manual,First,18.9,1197,82,5,,,NULL
6149,"Toyota Etios Liva VD",Toyota,Coimbatore,2016,29108,Diesel,Manual,First,23.59,1364,67.04,5,,,NULL
6150,"Datsun GO T Petrol",Datsun,Mumbai,2015,18000,Petrol,Manual,First,19.83,1198,67,5,5.74,,100
6151,"Maruti Ignis 1.2 Alpha",Maruti,Kolkata,2017,10500,Petrol,Manual,First,20.89,1197,81.8,5,7.43,,100
6152,"Maruti A-Star Zxi",Maruti,Chennai,2009,60000,Petrol,Manual,Third,19,998,66.1,5,,,NULL
6153,"Honda Civic 2010-2013 1.8 V AT Sunroof",Honda,Pune,2011,61000,Petrol,Automatic,Third,13.9,1799,130.3,5,,,NULL
6154,"Maruti Alto 800 LXI",Maruti,Kolkata,2017,5000,Petrol,Manual,First,22.74,796,47.3,5,,,NULL
6155,"Jaguar XE 2.0L Diesel Prestige",Jaguar,Pune,2018,24001,Diesel,Automatic,First,13.6,1999,177,5,52.96,,100
6156,"Hyundai i20 1.4 CRDi Sportz",Hyundai,Hyderabad,2011,76000,Diesel,Manual,First,23,1396,90,5,,,NULL
6157,"Ford EcoSport 1.0 Ecoboost Titanium Plus",Ford,Hyderabad,2014,56000,Petrol,Manual,First,18.88,999,123.24,5,,,NULL
6158,"Mahindra KUV 100 mFALCON G80 K4 5str",Mahindra,Mumbai,2016,30000,Petrol,Manual,First,18.15,1198,82,5,,,NULL
6159,"Maruti Vitara Brezza VDi Option",Maruti,Hyderabad,2017,44263,Diesel,Manual,First,24.3,1248,88.5,5,,,NULL
6160,"Ford Figo Diesel ZXI",Ford,Hyderabad,2011,97899,Diesel,Manual,First,20,1399,68,5,,,NULL
6161,"Volkswagen Vento Diesel Highline",Volkswagen,Jaipur,2011,157301,Diesel,Manual,Second,20.54,1598,103.6,5,,,NULL
6162,"Ford Fiesta 1.4 SXI Duratorq",Ford,Jaipur,2008,135000,Diesel,Manual,First,17.8,1399,NULL,5,,,NULL
6163,"Fiat Avventura FIRE Dynamic",Fiat,Pune,2016,35000,Petrol,Manual,Second,14.4,1368,88.8,5,,,NULL
6164,"Honda Civic 2006-2010 1.8 V MT",Honda,Pune,2009,106000,Petrol,Manual,First,13.5,1799,130,5,,,NULL
6165,"Honda CR-V Diesel",Honda,Kolkata,2016,121590,Diesel,Manual,First,18,2000,148,5,,,NULL
6166,"Maruti Wagon R LXI",Maruti,Delhi,2012,64692,Petrol,Manual,First,22.5,998,67.04,5,4.59,,100
6167,"Hyundai i10 Magna",Hyundai,Mumbai,2010,41000,Petrol,Manual,First,20.36,1197,78.9,5,,,NULL
6168,"Volkswagen Ameo 1.5 TDI Highline AT",Volkswagen,Coimbatore,2018,25143,Diesel,Automatic,First,22,1498,108.495,5,,,NULL
6169,"Volkswagen Vento Diesel Highline",Volkswagen,Ahmedabad,2011,51000,Diesel,Manual,First,20.54,1598,103.6,5,,,NULL
6170,"Hyundai Accent CRDi",Hyundai,Pune,2005,109000,Diesel,Manual,Second,13.1,1493,82,5,,,NULL
6171,"Ford Ecosport 1.5 DV5 MT Titanium Optional",Ford,Kochi,2015,69062,Diesel,Manual,First,22.7,1498,89.84,5,,,NULL
6172,"Jaguar XF 2.2 Litre Luxury",Jaguar,Kochi,2015,34386,Diesel,Automatic,First,16.36,2179,187.7,5,,,NULL
6173,"Maruti Baleno Alpha 1.2",Maruti,Delhi,2016,20185,Petrol,Manual,First,21.4,1197,83.1,5,,,NULL
6174,"Hyundai Grand i10 CRDi Magna",Hyundai,Hyderabad,2013,41585,Diesel,Manual,First,24,1120,70,5,,,NULL
6175,"Hyundai EON Era",Hyundai,Kolkata,2011,24000,Petrol,Manual,First,21.1,814,55.2,5,,,NULL
6176,"Mercedes-Benz E-Class 2015-2017 E250 Edition E",Mercedes-Benz,Bangalore,2016,40000,Diesel,Automatic,First,15,2143,204,5,,,NULL
6177,"Mercedes-Benz M-Class ML 350 4Matic",Mercedes-Benz,Bangalore,2012,37000,Diesel,Automatic,First,0,2987,165,5,,,NULL
6178,"Ford EcoSport 1.5 Diesel Titanium",Ford,Chennai,2015,67630,Diesel,Manual,First,23,1498,98.96,5,11.48,,100
6179,"Maruti Celerio VXI AT",Maruti,Coimbatore,2016,24192,Petrol,Automatic,First,23.1,998,67.04,5,,,NULL
6180,"Maruti Vitara Brezza VDi Option",Maruti,Hyderabad,2017,32248,Diesel,Manual,First,24.3,1248,88.5,5,,,NULL
6181,"Mahindra Xylo E9",Mahindra,Mumbai,2013,28000,Diesel,Manual,First,13,2179,120,8,,,NULL
6182,"Hyundai Creta 1.6 SX Automatic",Hyundai,Kochi,2018,36471,Petrol,Automatic,First,14.8,1591,121.3,5,15.93,,100
6183,"Honda Mobilio V i VTEC",Honda,Kochi,2015,69689,Petrol,Manual,First,17.3,1497,117.3,7,,,NULL
6184,"Mercedes-Benz GL-Class 350 CDI Blue Efficiency",Mercedes-Benz,Kochi,2015,69095,Diesel,Automatic,First,11.3,2987,254.8,7,,,NULL
6185,"Hyundai i20 Magna",Hyundai,Kolkata,2010,46000,Petrol,Manual,First,18.5,1197,80,5,,,NULL
6186,"Mercedes-Benz S Class 2005 2013 S 350 L",Mercedes-Benz,Mumbai,2008,65000,Petrol,Automatic,Third,10.13,3498,364.9,5,,,NULL
6187,"Volkswagen Vento 1.5 TDI Highline",Volkswagen,Chennai,2015,119258,Diesel,Manual,First,20.64,1498,108.5,5,14.32,,100
6188,"Mercedes-Benz E-Class E250 CDI Avantgrade",Mercedes-Benz,Bangalore,2015,38339,Diesel,Automatic,First,13,2143,201.1,5,,,NULL
6189,"Toyota Etios V",Toyota,Mumbai,2012,59503,Petrol,Manual,First,16.78,1496,88.73,5,,,NULL
6190,"Tata Indica Vista Aqua TDI BSIII",Tata,Chennai,2010,93600,Diesel,Manual,Third,17,1405,71,5,,,NULL
6191,"Volkswagen Passat 1.8 TSI MT",Volkswagen,Coimbatore,2011,58865,Petrol,Manual,First,14.3,1798,160,5,,,NULL
6192,"Maruti Alto LXi",Maruti,Coimbatore,2012,64631,Petrol,Manual,First,19.7,796,46.3,5,,,NULL
6193,"Skoda Laura 1.9 TDI MT Elegance",Skoda,Pune,2007,124298,Diesel,Manual,Second,17,1896,105,5,,,NULL
6194,"Maruti Wagon R LX",Maruti,Jaipur,2003,50000,Petrol,Manual,Second,18.9,998,67.1,5,,,NULL
6195,"Nissan Sunny 2011-2014 Diesel XV",Nissan,Kolkata,2013,40001,Diesel,Manual,First,21.64,1461,84.8,5,,,NULL
6196,"Honda Brio VX",Honda,Bangalore,2015,62659,Petrol,Manual,First,19.4,1198,86.8,5,,,NULL
6197,"Hyundai i10 Sportz",Hyundai,Kochi,2014,68138,Petrol,Manual,First,20.36,1197,78.9,5,,,NULL
6198,"Mercedes-Benz M-Class ML 250 CDI",Mercedes-Benz,Mumbai,2014,34000,Diesel,Automatic,First,15.26,2143,203.2,5,,,NULL
6199,"Volkswagen Vento Petrol Comfortline",Volkswagen,Mumbai,2013,67000,Petrol,Manual,First,15.04,1598,103.6,5,,,NULL
6200,"Honda Mobilio S i DTEC",Honda,Delhi,2015,64141,Diesel,Manual,First,24.2,1498,98.6,7,,,NULL
6201,"Maruti Alto LXI",Maruti,Kolkata,2019,1000,Petrol,Manual,First,24.7,796,47.3,5,3.99,,100
6202,"Mercedes-Benz E-Class E250 CDI Avantgrade",Mercedes-Benz,Mumbai,2013,42000,Diesel,Automatic,First,13,2143,201.1,5,,,NULL
6203,"Honda City ZX VTEC Plus",Honda,Coimbatore,2009,76677,Petrol,Manual,Third,16.9,1497,100,5,,,NULL
6204,"Audi A8 L 3.0 TDI quattro",Audi,Kochi,2013,66848,Diesel,Automatic,First,11.8,2967,246.7,5,,,NULL
6205,"Hyundai Santro Xing GL",Hyundai,Ahmedabad,2007,78000,Petrol,Manual,First,0,1086,62,5,,,NULL
6206,"Maruti Swift Dzire VDi",Maruti,Delhi,2010,111166,Diesel,Manual,First,19.3,1248,73.9,5,,,NULL
6207,"Hyundai Verna CRDi ABS",Hyundai,Chennai,2007,76000,Diesel,Manual,First,18.1,1493,110,5,,,NULL
6208,"Audi Q5 2008-2012 2.0 TDI",Audi,Coimbatore,2012,94049,Diesel,Automatic,First,12.8,1968,167.6,5,,,NULL
6209,"BMW X1 sDrive20d",BMW,Ahmedabad,2014,47000,Diesel,Automatic,First,17.05,1995,184,5,,,NULL
6210,"Tata Indica DLS",Tata,Chennai,2006,140000,Diesel,Manual,Second,13.5,1405,NULL,5,,,NULL
6211,"Tata Nano XT",Tata,Delhi,2015,20047,Petrol,Manual,First,23.9,624,37.48,4,,,NULL
6212,"BMW 7 Series 730Ld DPE Signature",BMW,Chennai,2017,16000,Diesel,Automatic,First,16.77,2993,261.49,5,158,,100
6213,"Honda Brio 1.2 S MT",Honda,Chennai,2012,27000,Petrol,Manual,First,18.5,1198,86.8,5,6.15,,100
6214,"Maruti Alto 800 2016-2019 LXI",Maruti,Mumbai,2018,1001,Petrol,Manual,First,24.7,796,47.3,5,,,NULL
6215,"Hyundai i20 1.2 Sportz",Hyundai,Kolkata,2010,89312,Petrol,Manual,First,17,1197,80,5,,,NULL
6216,"Hindustan Motors Contessa 2.0 DSL",Hindustan,Pune,1996,65000,Diesel,Manual,Second,14.1,1995,NULL,5,,,NULL
6217,"Renault Duster 110PS Diesel RxZ",Renault,Pune,2012,93000,Diesel,Manual,Second,19.01,1461,108.45,5,,,NULL
6218,"Maruti Swift Dzire VDI",Maruti,Kolkata,2013,48000,Diesel,Manual,First,23.4,1248,74,5,,,NULL
6219,"Maruti Dzire ZDI",Maruti,Coimbatore,2014,64917,Diesel,Manual,First,28.4,1248,73.75,5,8.95,,100
6220,"Honda City i VTEC V",Honda,Jaipur,2017,19678,Petrol,Manual,First,17.8,1497,117.3,5,,,NULL
6221,"Jaguar XF Diesel",Jaguar,Kolkata,2014,12000,Diesel,Automatic,First,14.74,2993,270.9,5,,,NULL
6222,"BMW 3 Series 320d Luxury Line",BMW,Delhi,2014,41309,Diesel,Automatic,First,18.88,1995,184,5,,,NULL
6223,"BMW 3 Series Luxury Line",BMW,Coimbatore,2018,25038,Diesel,Automatic,First,21.76,1995,190,5,62.07,,100
6224,"Chevrolet Beat Diesel LS",Chevrolet,Coimbatore,2016,68673,Diesel,Manual,First,25.44,936,56.3,5,,,NULL
6225,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C",Mercedes-Benz,Coimbatore,2018,26343,Diesel,Automatic,First,19.27,2143,167.62,5,,,NULL
6226,"Maruti Omni E 8 Str STD",Maruti,Bangalore,2005,81245,Petrol,Manual,"Fourth & Above",16.8,796,34.2,8,,,NULL
6227,"Nissan Micra Diesel XV",Nissan,Delhi,2012,62100,Diesel,Manual,First,23.08,1461,63.1,5,,,NULL
6228,"Volkswagen Vento Petrol Highline",Volkswagen,Pune,2013,104000,Petrol,Manual,First,15.04,1598,103.6,5,,,NULL
6229,"Audi A6 2011-2015 2.0 TDI Premium Plus",Audi,Coimbatore,2014,114831,Diesel,Automatic,First,17.68,1968,174.33,5,,,NULL
6230,"Fiat Linea Dynamic",Fiat,Mumbai,2010,46000,Petrol,Manual,First,14.6,1368,88.7,5,,,NULL
6231,"Hyundai Verna 1.6 SX",Hyundai,Jaipur,2014,80000,Diesel,Manual,First,22.32,1582,126.32,5,,,NULL
6232,"Hyundai i20 Active 1.2 S",Hyundai,Kolkata,2016,9201,Petrol,Manual,First,17.19,1197,81.86,5,,,NULL
6233,"Honda Brio V MT",Honda,Kochi,2013,55311,Petrol,Manual,First,19.4,1198,86.8,5,,,NULL
6234,"Honda Mobilio RS Option i DTEC",Honda,Coimbatore,2015,58217,Diesel,Manual,First,24.5,1498,98.6,7,,,NULL
6235,"Mitsubishi Pajero Sport 4X4",Mitsubishi,Delhi,2013,70655,Diesel,Manual,First,13.5,2477,175.56,7,31.93,,100
6236,"Hyundai i10 Magna",Hyundai,Kolkata,2015,46000,Petrol,Manual,First,20.36,1197,78.9,5,,,NULL
6237,"Tata Manza Club Class Quadrajet90 LS",Tata,Pune,2014,125000,Diesel,Manual,First,21.02,1248,88.8,5,,,NULL
6238,"Renault Duster Adventure Edition",Renault,Mumbai,2014,59000,Diesel,Manual,First,19.01,1461,108.45,5,,,NULL
6239,"Hyundai Verna CRDi 1.6 AT SX Plus",Hyundai,Mumbai,2013,66000,Diesel,Automatic,Second,22,1582,126.2,5,15.88,,100
6240,"Maruti Ritz VDi",Maruti,Hyderabad,2009,82242,Diesel,Manual,First,21.1,1248,73.9,5,,,NULL
6241,"Toyota Innova 2.5 V Diesel 8-seater",Toyota,Hyderabad,2012,107281,Diesel,Manual,First,12.8,2494,102,8,,,NULL
6242,"Tata Sumo EX 10/7 Str BSII",Tata,Chennai,2015,196000,Diesel,Manual,Second,12.2,1948,68,10,,,NULL
6243,"Audi Q3 35 TDI Quattro Premium Plus",Audi,Ahmedabad,2015,75000,Diesel,Automatic,First,15.17,1968,181,5,43.65,,100
6244,"Fiat Grande Punto 1.2 Emotion",Fiat,Kolkata,2011,11791,Petrol,Manual,First,16.2,1172,68,5,,,NULL
6245,"Hyundai Elantra SX",Hyundai,Ahmedabad,2013,46000,Petrol,Manual,First,16.3,1797,147.5,5,,,NULL
6246,"Volkswagen Polo Diesel Trendline 1.2L",Volkswagen,Pune,2011,81000,Diesel,Manual,Second,22.07,1199,73.9,5,,,NULL
6247,"Toyota Etios Cross 1.2L G",Toyota,Coimbatore,2015,46950,Petrol,Manual,First,17.71,1197,78.8,5,8.23,,100
6248,"Hyundai Grand i10 Asta Option",Hyundai,Chennai,2017,18000,Petrol,Manual,First,18.9,1197,82,5,,,NULL
6249,"Mahindra Scorpio S4 7 Seater",Mahindra,Coimbatore,2016,95942,Diesel,Manual,First,15.4,2179,120,7,,,NULL
6250,"Maruti Ciaz VXi Plus",Maruti,Kochi,2016,42925,Petrol,Manual,First,20.73,1373,91.1,5,,,NULL
6251,"Ford Figo Petrol Titanium",Ford,Hyderabad,2014,33750,Petrol,Manual,First,15.6,1196,70.02,5,,,NULL
6252,"Mini Cooper S",Mini,Mumbai,2016,14000,Petrol,Automatic,First,13.6,1598,181,4,,,NULL
6253,"Hyundai Creta 1.6 CRDi SX",Hyundai,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582,126.2,5,,,NULL
6254,"Mahindra XUV500 W8 2WD",Mahindra,Kochi,2015,67365,Diesel,Manual,First,15.1,2179,140,7,,,NULL
6255,"Mahindra XUV500 W8 2WD",Mahindra,Coimbatore,2014,67791,Diesel,Manual,First,15.1,2179,140,7,,,NULL
6256,"Mahindra Thar CRDe AC",Mahindra,Hyderabad,2016,20000,Diesel,Manual,First,16.55,2498,105,6,,,NULL
6257,"Maruti Swift Dzire VDi",Maruti,Jaipur,2011,90198,Diesel,Manual,Second,19.3,1248,73.9,5,,,NULL
6258,"Hyundai i10 Sportz 1.1L",Hyundai,Pune,2010,77000,Petrol,Manual,First,19.81,1086,68.05,5,,,NULL
6259,"Maruti Ciaz VXi",Maruti,Kochi,2017,42520,Petrol,Manual,First,20.73,1373,91.1,5,,,NULL
6260,"Maruti Wagon R LXI DUO BSIII",Maruti,Jaipur,2009,87829,LPG,Manual,First,17.3,1061,57.5,5,,,NULL
6261,"Maruti Baleno Delta CVT",Maruti,Ahmedabad,2017,21701,Petrol,Automatic,First,21.4,1197,83.1,5,8.57,,100
6262,"Maruti Alto LX BSIII",Maruti,Coimbatore,2008,86033,Petrol,Manual,First,19.7,796,46.3,5,,,NULL
6263,"Hyundai Xcent 1.2 Kappa S Option",Hyundai,Mumbai,2015,25000,Petrol,Manual,First,19.1,1197,81.86,5,,,NULL
6264,"Toyota Corolla Altis Diesel D4DG",Toyota,Kolkata,2011,45000,Diesel,Manual,First,21.43,1364,87.2,5,,,NULL
6265,"Volkswagen Polo Petrol Highline 1.2L",Volkswagen,Coimbatore,2018,22987,Petrol,Manual,First,16.47,1198,73.9,5,,,NULL
6266,"Hyundai i10 Era",Hyundai,Jaipur,2009,48725,Petrol,Manual,First,19.81,1086,68.05,5,,,NULL
6267,"Hyundai Grand i10 1.2 Kappa Sportz",Hyundai,Hyderabad,2013,42500,Petrol,Manual,First,18.9,1197,81.86,5,7.19,,100
6268,"Hyundai Verna 1.6 SX VTVT (O) AT",Hyundai,Mumbai,2014,35000,Petrol,Automatic,First,17.1,1591,121.4,5,,,NULL
6269,"Ford Fiesta 1.4 SXi TDCi ABS",Ford,Bangalore,2014,56000,Diesel,Manual,Second,17.8,1399,68,5,,,NULL
6270,"Tata Xenon XT EX 4X2",Tata,Hyderabad,2014,10000,Diesel,Manual,First,13.49,2179,138.03,5,,,NULL
6271,"Maruti Alto K10 2010-2014 VXI",Maruti,Mumbai,2010,15669,Petrol,Manual,First,20.92,998,67.1,5,,,NULL
6272,"Audi A6 2011-2015 35 TDI Premium",Audi,Kochi,2016,55331,Diesel,Automatic,First,17.68,1968,174.33,5,,,NULL
6273,"Renault Duster 85PS Diesel RxL Optional",Renault,Pune,2015,44535,Diesel,Manual,First,20.46,1461,83.8,5,,,NULL
6274,"Mahindra Thar 4X4",Mahindra,Delhi,2012,74000,Diesel,Manual,First,16.55,2498,105,7,,,NULL
6275,"Toyota Innova 2.5 GX (Diesel) 7 Seater",Toyota,Delhi,2014,77901,Diesel,Manual,First,12.99,2494,100.6,7,,,NULL
6276,"Maruti Swift Dzire VXi",Maruti,Kolkata,2010,58186,Petrol,Manual,First,17.5,1298,85.8,5,,,NULL
6277,"Chevrolet Aveo 1.6 LT",Chevrolet,Mumbai,2010,30000,Petrol,Manual,First,14.2,1598,102,5,,,NULL
6278,"Toyota Etios GD",Toyota,Bangalore,2012,90000,Diesel,Manual,First,23.59,1364,NULL,5,,,NULL
6279,"Jaguar XE Portfolio",Jaguar,Coimbatore,2018,14730,Petrol,Automatic,First,13.5,1999,246.74,5,56.98,,100
6280,"Maruti Alto LXi",Maruti,Jaipur,2013,40000,Petrol,Manual,Second,19.7,796,46.3,5,,,NULL
6281,"Chevrolet Aveo U-VA 1.2 LS",Chevrolet,Chennai,2007,88107,Petrol,Manual,Second,15.26,1150,74.9,5,,,NULL
6282,"Volkswagen Vento 1.5 TDI Highline",Volkswagen,Delhi,2012,53226,Diesel,Manual,Second,20.64,1498,108.5,5,14.13,,100
6283,"Maruti Swift VDI BSIV",Maruti,Hyderabad,2013,76000,Diesel,Manual,First,25.2,1248,74,5,,,NULL
6284,"Toyota Innova 2.5 V Diesel 8-seater",Toyota,Hyderabad,2008,200000,Diesel,Manual,Second,12.8,2494,102,8,,,NULL
6285,"Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde",Mercedes-Benz,Hyderabad,2013,73000,Diesel,Automatic,First,14.21,2143,203,5,,,NULL
6286,"Hyundai Accent GLE 1",Hyundai,Jaipur,2009,77200,Petrol,Manual,Second,13.2,1495,94,5,,,NULL
6287,"Audi A4 New 2.0 TDI Multitronic",Audi,Delhi,2012,67000,Diesel,Automatic,Second,15.2,1968,140.8,5,,,NULL
6288,"Chevrolet Tavera LS B3 10 Seats BSIII",Chevrolet,Hyderabad,2005,150000,Diesel,Manual,Second,14.8,2499,80,10,,,NULL
6289,"Mahindra Xylo E8 ABS BS IV",Mahindra,Jaipur,2009,145278,Diesel,Manual,Second,11.68,2498,112,8,,,NULL
6290,"Hyundai i20 Active SX Diesel",Hyundai,Chennai,2015,62083,Diesel,Manual,First,21.19,1396,88.76,5,11.48,,100
6291,"Honda Civic 2006-2010 1.8 V MT",Honda,Pune,2010,61696,Petrol,Manual,First,13.5,1799,130,5,,,NULL
6292,"Ford EcoSport 1.5 Diesel Titanium",Ford,Ahmedabad,2017,28000,Diesel,Manual,First,23,1498,98.96,5,11.2,,100
6293,"Mercedes-Benz New C-Class 220 CDI AT",Mercedes-Benz,Coimbatore,2013,50142,Diesel,Automatic,First,14.84,2143,170,5,,,NULL
6294,"Skoda Superb Elegance 1.8 TSI AT",Skoda,Mumbai,2014,45000,Petrol,Automatic,First,13.7,1798,157.75,5,,,NULL
6295,"Skoda Rapid 1.5 TDI Elegance",Skoda,Pune,2014,97513,Diesel,Manual,First,21.14,1498,103.52,5,,,NULL
6296,"Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency",Mercedes-Benz,Mumbai,2011,55000,Petrol,Automatic,Second,12.3,1796,185,5,,,NULL
6297,"Maruti 800 AC",Maruti,Hyderabad,2004,82000,Petrol,Manual,Second,16.1,796,37,4,,,NULL
6298,"Maruti Swift LDI",Maruti,Delhi,2013,71501,Diesel,Manual,First,22.9,1248,74,5,,,NULL
6299,"Honda BR-V i-DTEC S MT",Honda,Hyderabad,2017,23000,Diesel,Manual,First,21.9,1498,98.6,7,14.13,,100
6300,"Audi A6 2011-2015 2.0 TDI Technology",Audi,Kochi,2015,66095,Diesel,Automatic,First,17.68,1968,174.33,5,,,NULL
6301,"Toyota Fortuner 3.0 Diesel",Toyota,Mumbai,2014,49500,Diesel,Manual,First,11.5,2982,171,7,,,NULL
6302,"Toyota Camry MT with Moonroof",Toyota,Chennai,2009,90000,Petrol,Manual,First,13.4,2362,164.7,5,,,NULL
6303,"Maruti Ignis 1.2 Delta",Maruti,Mumbai,2017,25384,Petrol,Manual,First,20.89,1197,81.8,5,6.41,,100
6304,"Hyundai Verna 1.6 VTVT S",Hyundai,Delhi,2016,27529,Petrol,Manual,Second,17.01,1591,121.3,5,,,NULL
6305,"Honda City V MT",Honda,Kochi,2012,69297,Petrol,Manual,First,16.8,1497,116.3,5,,,NULL
6306,"Honda City 1.5 E MT",Honda,Hyderabad,2009,66000,Petrol,Manual,First,17,1497,118,5,,,NULL
6307,"Mahindra Verito 1.5 D4 BSIV",Mahindra,Hyderabad,2012,20000,Diesel,Manual,First,21.03,1461,65,5,9.12,,100
6308,"Mercedes-Benz GL-Class 350 CDI Blue Efficiency",Mercedes-Benz,Chennai,2015,67000,Diesel,Automatic,First,11.3,2987,254.8,7,,,NULL
6309,"Hyundai EON D Lite Plus",Hyundai,Coimbatore,2015,36933,Petrol,Manual,First,21.1,814,55.2,5,,,NULL
6310,"Toyota Innova 2.5 G (Diesel) 8 Seater",Toyota,Mumbai,2007,194000,Diesel,Manual,First,12.99,2494,100.6,8,,,NULL
6311,"Maruti Ertiga VDI",Maruti,Kolkata,2013,42200,Diesel,Manual,First,20.77,1248,88.76,7,,,NULL
6312,"Audi Q7 3.0 TDI Quattro Premium Plus",Audi,Coimbatore,2015,53093,Diesel,Automatic,Second,12.07,2967,241.4,7,,,NULL
6313,"Honda City 1.5 E MT",Honda,Pune,2012,88000,Petrol,Manual,Third,17,1497,118,5,,,NULL
6314,"Maruti Alto K10 LXI",Maruti,Kochi,2017,42954,Petrol,Manual,First,24.07,998,67.1,5,3.91,,100
6315,"Tata Indica V2 eLX",Tata,Chennai,2015,106000,Diesel,Manual,First,25,1396,69,5,,,NULL
6316,"BMW 5 Series 2013-2017 520d Luxury Line",BMW,Kochi,2015,41700,Diesel,Automatic,First,18.12,1995,190,5,,,NULL
6317,"Mercedes-Benz New C-Class C 220 CDI Avantgarde",Mercedes-Benz,Coimbatore,2018,34464,Diesel,Automatic,First,19.27,2143,170,5,,,NULL
